Line	Treat	Place	Year	Hea	Height	Yield
Sca040	N	Gudow	2003	75	68	59
Sca040	T	Irlbach	2003	67	45	48.53479853
Sca040	N	Irlbach	2003	68	50	57.78388278
Sca040	T	Morgenrot	2003	71	87	79.536
Sca040	N	Morgenrot	2003	75	93	78.87
Sca040	T	Diko	2004	79	93	84.77
Sca040	N	Diko	2004	79	92	75.87
Sca040	T	Gudow	2004	72	92	61.11
Sca040	N	Gudow	2004	73	90	73.44
Sca040	T	Irlbach	2004	73	55	48.9837
Sca040	N	Irlbach	2004	73	65	76.085
Sca040	T	Morgenrot	2004	72	106	88.284
Sca040	N	Morgenrot	2004	75	106	86.444
Sca041	T	Diko	2003	74	80	65.7667
Sca041	N	Diko	2003	74	70	55.8333
Sca041	T	Gudow	2003	73	80	79.125
Sca041	N	Gudow	2003	75	68	51.5
Sca041	T	Irlbach	2003	67	45	51.00732601
Sca041	N	Irlbach	2003	67	45	51.92307692
Sca041	T	Morgenrot	2003	73	83	76.41
Sca041	N	Morgenrot	2003	75	71	55.09
Sca041	T	Diko	2004	77	88	68.5633
Sca041	N	Diko	2004	78	82	74.46
Sca041	T	Gudow	2004	71	88	63.11
Sca041	N	Gudow	2004	73	82	64.22
Sca041	T	Irlbach	2004	75	50	49.6246
Sca041	N	Irlbach	2004	72	50	63.633
Sca041	T	Morgenrot	2004	71	98	80.624
Sca041	N	Morgenrot	2004	75	90	80.726
Sca042	T	Diko	2003	71	100	60.9833
Sca042	N	Diko	2003	73	93	64.5
Sca042	T	Gudow	2003	71	96	59
Sca042	N	Gudow	2003	72	84	38.75
Sca042	T	Irlbach	2003	62	50	47.16117216
Sca042	N	Irlbach	2003	62	50	50.91575092
Sca042	T	Morgenrot	2003	65	103	56.406
Sca042	N	Morgenrot	2003	66	101	52.006
Sca042	T	Diko	2004	74	109.3	57.4833
Sca042	N	Diko	2004	74	112	61.0833
Sca042	T	Gudow	2004	69	84	48.44
Sca042	N	Gudow	2004	69	102	47.67
Sca042	T	Irlbach	2004	70	70	39.5532
Sca042	N	Irlbach	2004	67	70	59.6045
Sca042	T	Morgenrot	2004	69	112	64.096
Sca042	N	Morgenrot	2004	75	114	53.646
Sca043	T	Diko	2003	72	100	55.5667
Sca043	N	Diko	2003	72	90	42.5
Sca043	T	Gudow	2003	72	90	44.375
Sca043	N	Gudow	2003	71	85	40.25
Sca043	T	Irlbach	2003	65	50	36.53846154
Sca043	N	Irlbach	2003	65	50	38.003663
Sca043	T	Morgenrot	2003	66	103	51.22
Sca043	N	Morgenrot	2003	65	98	35.034
Sca043	T	Diko	2004	72	116.7	48.9017
Sca043	N	Diko	2004	73	115	49.065
Sca043	T	Gudow	2004	68	98	37.78
Sca043	N	Gudow	2004	68	98	43.22
Sca043	T	Irlbach	2004	72	65	24.4461
Sca043	N	Irlbach	2004	67	65	25.4532
Sca043	T	Morgenrot	2004	64	116	50.406
Sca043	N	Morgenrot	2004	75	114	46.624
Sca044	T	Diko	2003	72	105	64.6167
Sca044	N	Diko	2003	72	90	50.5
Sca044	T	Gudow	2003	71	104	61.5
Sca044	N	Gudow	2003	71	96	42.125
Sca044	T	Irlbach	2003	64	60	46.42857143
Sca044	N	Irlbach	2003	67	60	52.01465201
Sca044	T	Morgenrot	2003	67	110	54.772
Sca044	N	Morgenrot	2003	66	103	55.546
Sca044	T	Diko	2004	74	119	62.5833
Sca044	N	Diko	2004	75	110.7	64.02
Sca044	T	Gudow	2004	69	110	50.11
Sca044	N	Gudow	2004	69	115	50.89
Sca044	T	Irlbach	2004	73	80	54.8434
Sca044	N	Irlbach	2004	70	85	59.8791
Sca044	T	Morgenrot	2004	69	122	60.156
Sca044	N	Morgenrot	2004	75	111	54.156
Sca045	T	Diko	2003	70	110	59.85
Sca045	N	Diko	2003	70	97	48.5
Sca045	T	Gudow	2003	71	96	52.375
Sca045	N	Gudow	2003	71	88	46.5
Sca045	T	Irlbach	2003	63	55	46.52014652
Sca045	N	Irlbach	2003	63	55	46.24542125
Sca045	T	Morgenrot	2003	67	98	53.962
Sca045	N	Morgenrot	2003	64	105	54.51
Sca045	T	Diko	2004	71	111.7	60.1083
Sca045	N	Diko	2004	74	119.3	54.8917
Sca045	T	Gudow	2004	68	100	39
Sca045	N	Gudow	2004	69	102	46.33
Sca045	T	Irlbach	2004	70	70	33.9681
Sca045	N	Irlbach	2004	67	75	57.4071
Sca045	T	Morgenrot	2004	68	118	58.942
Sca045	N	Morgenrot	2004	75	112	61.098
Sca046	T	Diko	2003	73	105	66.55
Sca046	N	Diko	2003	73	100	54.5
Sca046	T	Gudow	2003	71	102	59.5
Sca046	N	Gudow	2003	72	94	54.25
Sca046	T	Irlbach	2003	63	60	47.25274725
Sca046	N	Irlbach	2003	63	50	48.53479853
Sca046	T	Morgenrot	2003	67	115	63.288
Sca046	N	Morgenrot	2003	67	110	56.418
Sca046	T	Diko	2004	73	117	56.745
Sca046	N	Diko	2004	74	105.7	62.3867
Sca046	T	Gudow	2004	68	109	55.67
Sca046	N	Gudow	2004	70	115	52.67
Sca046	T	Irlbach	2004	71	70	56.1253
Sca046	N	Irlbach	2004	69	80	63.2668
Sca046	T	Morgenrot	2004	67	122	57.754
Sca046	N	Morgenrot	2004	75	128	56.874
Sca047	T	Diko	2003	67	80	69.9167
Sca047	N	Diko	2003	66	60	53.3333
Sca047	T	Gudow	2003	70	76	66.375
Sca047	N	Gudow	2003	71	60	46.375
Sca047	T	Irlbach	2003	59	35	49.45054945
Sca047	N	Irlbach	2003	60	45	50.45787546
Sca047	T	Morgenrot	2003	69	80	63.884
Sca047	N	Morgenrot	2003	66	68	58.316
Sca047	T	Diko	2004	66	75	78.2167
Sca047	N	Diko	2004	66	80	70.7467
Sca047	T	Gudow	2004	70	62	49
Sca047	N	Gudow	2004	69	74	59.44
Sca047	T	Irlbach	2004	66	50	54.8434
Sca047	N	Irlbach	2004	66	50	65.4642
Sca047	T	Morgenrot	2004	67	97	76.022
Sca047	N	Morgenrot	2004	75	90	71.936
Sca048	T	Diko	2003	72	105	64.0167
Sca048	N	Diko	2003	71	95	47.5
Sca048	T	Gudow	2003	71	92	50.875
Sca048	N	Gudow	2003	71	86	42.5
Sca048	T	Irlbach	2003	63	55	43.58974359
Sca048	N	Irlbach	2003	64	60	43.13186813
Sca048	T	Morgenrot	2003	67	106	46.18
Sca048	N	Morgenrot	2003	66	107	46.552
Sca048	T	Diko	2004	73	109	56.9867
Sca048	N	Diko	2004	75	111.7	56.9583
Sca048	T	Gudow	2004	68	95	46.22
Sca048	N	Gudow	2004	69	95	50.22
Sca048	T	Irlbach	2004	70	70	43.6733
Sca048	N	Irlbach	2004	67	80	56.8577
Sca048	T	Morgenrot	2004	67	113	63.682
Sca048	N	Morgenrot	2004	75	119	51.69
Sca049	T	Diko	2003	70	105	62.45
Sca049	N	Diko	2003	70	90	58.8333
Sca049	T	Gudow	2003	71	102	55.5
Sca049	N	Gudow	2003	71	82	40.875
Sca049	T	Irlbach	2003	62	45	50.45787546
Sca049	N	Irlbach	2003	64	60	51.92307692
Sca049	T	Morgenrot	2003	66	111	48.322
Sca049	N	Morgenrot	2003	65	101	54.886
Sca049	T	Diko	2004	72	111.7	69.215
Sca049	N	Diko	2004	74	110	64.62
Sca049	T	Gudow	2004	68	98	47.89
Sca049	N	Gudow	2004	69	102	55.22
Sca049	T	Irlbach	2004	70	70	49.6246
Sca049	N	Irlbach	2004	68	85	66.9291
Sca049	T	Morgenrot	2004	68	114	70.676
Sca049	N	Morgenrot	2004	75	112	57.39
Sca050	T	Diko	2003	71	95	59.3667
Sca050	N	Diko	2003	72	80	43.8333
Sca050	T	Gudow	2003	71	96	49
Sca050	N	Gudow	2003	71	94	39.75
Sca050	T	Irlbach	2003	62	60	44.32234432
Sca050	N	Irlbach	2003	63	60	45.23809524
Sca050	T	Morgenrot	2003	66	100	49.284
Sca050	N	Morgenrot	2003	65	109	51.282
Sca050	T	Diko	2004	73	105	52.2717
Sca050	N	Diko	2004	75	117.7	49.6467
Sca050	T	Gudow	2004	68	90	45.33
Sca050	N	Gudow	2004	69	100	46.11
Sca050	T	Irlbach	2004	70	70	43.124
Sca050	N	Irlbach	2004	68	70	51.7305
Sca050	T	Morgenrot	2004	66	110	62.488
Sca050	N	Morgenrot	2004	75	114	49.566
Sca051	T	Diko	2003	74	85	72.65
Sca051	N	Diko	2003	75	70	62
Sca051	T	Gudow	2003	73	78	79.25
Sca051	N	Gudow	2003	74	66	61.625
Sca051	T	Irlbach	2003	69	45	48.26007326
Sca051	N	Irlbach	2003	67	50	57.23443223
Sca051	T	Morgenrot	2003	74	83	73.972
Sca051	N	Morgenrot	2003	75	79	67.198
Sca051	T	Diko	2004	77	90	77.35
Sca051	N	Diko	2004	78	84	70.5917
Sca051	T	Gudow	2004	71	85	59.11
Sca051	N	Gudow	2004	73	79	69.22
Sca051	T	Irlbach	2004	76	50	51.9136
Sca051	N	Irlbach	2004	72	55	74.0707
Sca051	T	Morgenrot	2004	71	93	77.344
Sca051	N	Morgenrot	2004	75	100	75.62
Sca052	T	Diko	2003	75	78	73.7167
Sca052	N	Diko	2003	76	80	62.6667
Sca052	T	Gudow	2003	75	86	71.5
Sca052	N	Gudow	2003	75	70	51.875
Sca052	T	Irlbach	2003	69	50	48.99267399
Sca052	N	Irlbach	2003	69	45	47.52747253
Sca052	T	Morgenrot	2003	74	82	71.17
Sca052	N	Morgenrot	2003	75	71	64.5
Sca052	T	Diko	2004	77	83	67.7783
Sca052	N	Diko	2004	79	90	77.955
Sca052	T	Gudow	2004	71	90	66.44
Sca052	N	Gudow	2004	73	94	63.67
Sca052	T	Irlbach	2004	76	55	56.9493
Sca052	N	Irlbach	2004	72	50	71.8733
Sca052	T	Morgenrot	2004	71	95	84.348
Sca052	N	Morgenrot	2004	75	99	78.228
Sca053	T	Diko	2003	74	80	67.7833
Sca053	N	Diko	2003	75	72	62.6667
Sca053	T	Gudow	2003	74	92	75.125
Sca053	N	Gudow	2003	75	74	49.625
Sca053	T	Irlbach	2003	67	50	49.81684982
Sca053	N	Irlbach	2003	68	50	53.84615385
Sca053	T	Morgenrot	2003	74	80	73.548
Sca053	N	Morgenrot	2003	75	75	62.656
Sca053	T	Diko	2004	77	90	79.3833
Sca053	N	Diko	2004	78	88	71.3567
Sca053	T	Gudow	2004	71	88	63.67
Sca053	N	Gudow	2004	72	90	66.33
Sca053	T	Irlbach	2004	71	60	70.3168
Sca053	N	Irlbach	2004	73	60	63.633
Sca053	T	Morgenrot	2004	71	98	67.258
Sca053	N	Morgenrot	2004	75	100	72.512
Sca054	T	Diko	2003	75	78	69.7333
Sca054	N	Diko	2003	76	72	59.3333
Sca054	T	Gudow	2003	75	84	69.25
Sca054	N	Gudow	2003	75	64	59
Sca054	T	Irlbach	2003	67	45	41.57509158
Sca054	N	Irlbach	2003	67	45	48.80952381
Sca054	T	Morgenrot	2003	74	80	72.492
Sca054	N	Morgenrot	2003	75	73	54.272
Sca054	T	Diko	2004	78	90	87.355
Sca054	N	Diko	2004	79	82	79.94
Sca054	T	Gudow	2004	74	88	66.11
Sca054	N	Gudow	2004	74	83	70.78
Sca054	T	Irlbach	2004	76	50	43.7649
Sca054	N	Irlbach	2004	73	60	63.4499
Sca054	T	Morgenrot	2004	72	95	83.562
Sca054	N	Morgenrot	2004	75	105	74.656
Sca055	T	Diko	2003	75	75	66.85
Sca055	N	Diko	2003	76	68	58.3333
Sca055	T	Gudow	2003	75	78	64.5
Sca055	N	Gudow	2003	75	64	47.25
Sca055	T	Irlbach	2003	67	45	44.04761905
Sca055	N	Irlbach	2003	67	45	46.24542125
Sca055	T	Morgenrot	2003	74	72	71.514
Sca055	N	Morgenrot	2003	75	70	55.864
Sca055	T	Diko	2004	77	72	79.475
Sca055	N	Diko	2004	79	83	71.52
Sca055	T	Gudow	2004	73	80	63.78
Sca055	N	Gudow	2004	73	92	63.67
Sca055	T	Irlbach	2004	75	45	55.759
Sca055	N	Irlbach	2004	73	75	69.3097
Sca055	T	Morgenrot	2004	72	86	86.318
Sca055	N	Morgenrot	2004	75	90	77.924
Sca056	T	Diko	2003	76	90	66.4167
Sca056	N	Diko	2003	78	73	56.6667
Sca056	T	Gudow	2003	76	80	71.125
Sca056	N	Gudow	2003	77	62	53.75
Sca056	T	Irlbach	2003	69	45	40.93406593
Sca056	N	Irlbach	2003	69	50	57.78388278
Sca056	T	Morgenrot	2003	76	80	66.248
Sca056	N	Morgenrot	2003	75	75	62.398
Sca056	T	Diko	2004	79	92	74.28
Sca056	N	Diko	2004	81	88	69.7667
Sca056	T	Gudow	2004	74	82	62.67
Sca056	N	Gudow	2004	74	92	66
Sca056	T	Irlbach	2004	79	50	45.8707
Sca056	N	Irlbach	2004	75	50	60.0623
Sca056	T	Morgenrot	2004	74	99	68.984
Sca056	N	Morgenrot	2004	75	103	75.83
Sca057	T	Diko	2003	76	85	73.05
Sca057	N	Diko	2003	77	67	62.5
Sca057	T	Gudow	2003	75	83	75.25
Sca057	N	Gudow	2003	77	58	51.25
Sca057	T	Irlbach	2003	68	50	51.0989011
Sca057	N	Irlbach	2003	67	50	57.05128205
Sca057	T	Morgenrot	2003	75	75	62.07
Sca057	N	Morgenrot	2003	75	71	69.076
Sca057	T	Diko	2004	79	88	75.3417
Sca057	N	Diko	2004	80	80	78.395
Sca057	T	Gudow	2004	75	90	70.44
Sca057	N	Gudow	2004	74	86	68.33
Sca057	T	Irlbach	2004	77	50	55.4843
Sca057	N	Irlbach	2004	74	60	66.746
Sca057	T	Morgenrot	2004	73	95	84.564
Sca057	N	Morgenrot	2004	75	89	82.258
Sca058	T	Diko	2003	74	80	71.2833
Sca058	N	Diko	2003	75	68	52.8333
Sca058	T	Gudow	2003	74	84	74.375
Sca058	N	Gudow	2003	75	70	50.375
Sca058	T	Irlbach	2003	67	50	46.61172161
Sca058	N	Irlbach	2003	67	45	58.15018315
Sca058	T	Morgenrot	2003	73	72	59.87
Sca058	N	Morgenrot	2003	75	79	66.186
Sca058	T	Diko	2004	77	90	76.025
Sca058	N	Diko	2004	78	80	71.0033
Sca058	T	Gudow	2004	73	87	61.22
Sca058	N	Gudow	2004	74	79	67
Sca058	T	Irlbach	2004	75	60	58.1395
Sca058	N	Irlbach	2004	73	65	61.7103
Sca058	T	Morgenrot	2004	72	102	72.952
Sca058	N	Morgenrot	2004	75	95	68.804
Sca059	T	Diko	2003	76	80	67.8667
Sca059	N	Diko	2003	75	70	56.6667
Sca059	T	Gudow	2003	75	84	65.625
Sca059	N	Gudow	2003	76	72	64.625
Sca059	T	Irlbach	2003	67	45	42.58241758
Sca059	N	Irlbach	2003	67	45	47.8021978
Sca059	T	Morgenrot	2003	73	86	71.68
Sca059	N	Morgenrot	2003	75	74	60.862
Sca059	T	Diko	2004	77	90	75.6433
Sca059	N	Diko	2004	78	90	73.7267
Sca059	T	Gudow	2004	72	74	54.78
Sca059	N	Gudow	2004	75	80	68.67
Sca059	T	Irlbach	2004	76	60	52.5545
Sca059	N	Irlbach	2004	72	60	72.3311
Sca059	T	Morgenrot	2004	72	98	84.466
Sca059	N	Morgenrot	2004	75	93	79.638
Sca060	T	Diko	2003	76	85	72.55
Sca060	N	Diko	2003	75	75	60.8333
Sca060	T	Gudow	2003	75	82	74.375
Sca060	N	Gudow	2003	76	70	67
Sca060	T	Irlbach	2003	67	45	53.93772894
Sca060	N	Irlbach	2003	69	50	50.36630037
Sca060	T	Morgenrot	2003	72	85	75.854
Sca060	N	Morgenrot	2003	75	69	64.1
Sca060	T	Diko	2004	78	90	86.0283
Sca060	N	Diko	2004	78	88	81.78
Sca060	T	Gudow	2004	72	87	71.22
Sca060	N	Gudow	2004	73	88	68.56
Sca060	T	Irlbach	2004	73	55	54.111
Sca060	N	Irlbach	2004	73	55	75.7187
Sca060	T	Morgenrot	2004	72	95	81.202
Sca060	N	Morgenrot	2004	75	95	73.706
Sca061	T	Diko	2003	68	66	49.9667
Sca061	N	Diko	2003	66	55	35.6667
Sca061	T	Gudow	2003	71	66	37.375
Sca061	N	Gudow	2003	72	53	32.125
Sca061	T	Irlbach	2003	60	35	24.17582418
Sca061	N	Irlbach	2003	60	35	23.16849817
Sca061	T	Morgenrot	2003	68	77	47.562
Sca061	N	Morgenrot	2003	67	68	38.83
Sca061	T	Diko	2004	66	75	69.6717
Sca061	N	Diko	2004	66	65	60.695
Sca061	T	Gudow	2004	69	64	57.89
Sca061	N	Gudow	2004	70	70	57.22
Sca061	T	Irlbach	2004	70	40	28.1084
Sca061	N	Irlbach	2004	66	45	43.2155
Sca061	T	Morgenrot	2004	70	79	42.106
Sca061	N	Morgenrot	2004	75	88	33.556
Sca062	T	Diko	2003	69	80	68.2333
Sca062	N	Diko	2003	68	72	55.8333
Sca062	T	Gudow	2003	71	80	64.5
Sca062	N	Gudow	2003	71	72	54.25
Sca062	T	Irlbach	2003	60	40	44.23076923
Sca062	N	Irlbach	2003	60	40	53.20512821
Sca062	T	Morgenrot	2003	66	75	63.98
Sca062	N	Morgenrot	2003	66	82	65.096
Sca062	T	Diko	2004	66	82	65.555
Sca062	N	Diko	2004	67	75	70.46
Sca062	T	Gudow	2004	69	72	57.33
Sca062	N	Gudow	2004	68	77	56.67
Sca062	T	Irlbach	2004	67	45	36.4402
Sca062	N	Irlbach	2004	66	55	55.3012
Sca062	T	Morgenrot	2004	69	93	67.918
Sca062	N	Morgenrot	2004	75	100	57.906
Sca063	T	Diko	2003	68	63	64.75
Sca063	N	Diko	2003	76	60	61.6667
Sca063	T	Gudow	2003	70	56	37.875
Sca063	N	Gudow	2003	71	48	34.25
Sca063	T	Irlbach	2003	60	30	36.996337
Sca063	N	Irlbach	2003	60	35	37.36263736
Sca063	T	Morgenrot	2003	67	69	49.382
Sca063	N	Morgenrot	2003	66	57	53.138
Sca063	T	Diko	2004	78	82	75.6117
Sca063	N	Diko	2004	79	75	76.2617
Sca063	T	Gudow	2004	73	74	74.67
Sca063	N	Gudow	2004	74	75	71.89
Sca063	T	Irlbach	2004	77	45	49.2584
Sca063	N	Irlbach	2004	74	50	60.9778
Sca063	T	Morgenrot	2004	72	88	83.926
Sca063	N	Morgenrot	2004	75	90	91.152
Sca064	T	Diko	2003	73	85	61.3167
Sca064	N	Diko	2003	74	75	60.5
Sca064	T	Gudow	2003	73	78	75.375
Sca064	N	Gudow	2003	73	66	53.125
Sca064	T	Irlbach	2003	67	50	44.41391941
Sca064	N	Irlbach	2003	66	45	52.10622711
Sca064	T	Morgenrot	2003	74	80	62.542
Sca064	N	Morgenrot	2003	75	75	65.718
Sca064	T	Diko	2004	77	90	75.1567
Sca064	N	Diko	2004	75	90	74.01
Sca064	T	Gudow	2004	72	84	67.56
Sca064	N	Gudow	2004	73	80	69.11
Sca064	T	Irlbach	2004	73	60	54.5688
Sca064	N	Irlbach	2004	72	55	63.0837
Sca064	T	Morgenrot	2004	71	100	77.82
Sca064	N	Morgenrot	2004	75	105	72.502
Sca065	T	Diko	2003	66	108	56.45
Sca065	N	Diko	2003	65	75	46.8333
Sca065	T	Gudow	2003	68	78	50.375
Sca065	N	Gudow	2003	68	90	39.75
Sca065	T	Irlbach	2003	59	60	44.5970696
Sca065	N	Irlbach	2003	57	50	40.65934066
Sca065	T	Morgenrot	2003	64	115	56.79
Sca065	N	Morgenrot	2003	63	110	46.398
Sca065	T	Diko	2004	63	95.7	62.67
Sca065	N	Diko	2004	63	90	59.775
Sca065	T	Gudow	2004	66	90	38.67
Sca065	N	Gudow	2004	64	95	44.67
Sca065	T	Irlbach	2004	61	75	45.6876
Sca065	N	Irlbach	2004	61	75	49.2584
Sca065	T	Morgenrot	2004	64	109	51.582
Sca065	N	Morgenrot	2004	75	107	52.586
Sca066	T	Diko	2003	73	95	54.6167
Sca066	N	Diko	2003	74	90	42.8333
Sca066	T	Gudow	2003	73	98	49.875
Sca066	N	Gudow	2003	72	94	40.5
Sca066	T	Irlbach	2003	67	55	37.63736264
Sca066	N	Irlbach	2003	69	60	35.25641026
Sca066	T	Morgenrot	2003	68	103	54.758
Sca066	N	Morgenrot	2003	69	112	48.07
Sca066	T	Diko	2004	74	112.3	57.5417
Sca066	N	Diko	2004	75	116	53.1433
Sca066	T	Gudow	2004	70	92	46.56
Sca066	N	Gudow	2004	72	104	52.22
Sca066	T	Irlbach	2004	70	75	49.7162
Sca066	N	Irlbach	2004	70	80	49.0753
Sca066	T	Morgenrot	2004	70	115	63.31
Sca066	N	Morgenrot	2004	79	112	68.444

